Bait	Prey	Abundance	Z	S	D	WD	WDv2
EBOV_VP35	P51397	1	0.11322770341446	1.22474487139159	1.5	1.5	1.26683455545722
EBOV_VP35	P51571	2	-0.374113944983083	1.4142135623731	1.4142135623731	1.4142135623731	1.4142135623731
EBOV_VP35	P51610	2.83333333333333	-0.316227766016838	1.68325082306035	1.68325082306035	1.68325082306035	1.68325082306035
EBOV_VP35	P51617	1.33333333333333	-0.360422751661385	1.15470053837925	1.15470053837925	1.15470053837925	1.15470053837925
EBOV_VP35	P51858	2.8	0.0586815658516273	1.67332005306815	1.67332005306815	1.67332005306815	1.67332005306815
EBOV_VP35	P51970	3	1.07970335020943	1.89736659610103	2.49415316289918	2.49415316289918	1.98585055178812
EBOV_VP35	P51991	4.5	0.943233520334853	3.67423461417477	57.2756492761104	72.0426362879417	7.3044409538434
EBOV_VP35	P52272	64.3333333333333	1.16659317793159	8.02080627701064	8.02080627701064	9.40332808203798	9.40332808203798
EBOV_VP35	P52292	2.5	1.87794213613377	2.73861278752583	4.74341649025257	6.27429672852558	3.96976255593874
EBOV_VP35	P52434	2	0.973515154183058	2	2	2.09575487695982	2.09575487695982
EBOV_VP35	P52597	15.5	1.53903474222285	3.93700393700591	3.93700393700591	3.93700393700591	3.93700393700591
EBOV_VP35	P52815	1	0.597614304667197	1.73205080756888	1.73205080756888	2.24052675931453	2.24052675931453
